"title","gmd_name","edition","isbn_issn","publisher_name","publish_year","collation","series_title","call_number","language_name","place_name","classification","notes","image","sor","authors","topics","item_code"
"Goosebumps HorrorLand part 9","book","","","","","","","","English","","NONE","","","","<R.l.Stine>","","<KE808>"
"Goosebumps HorrorLand part 8","book","","","","","","","","English","","NONE","","","","<R.l.Stine>","","<KE807>"
"Goosebumps HorrorLand part 7","book","","","","","","","","English","","NONE","","","","<R.l.Stine>","","<KE806>"
"Goosebumps HorrorLand part 6","book","","","","","","","","English","","NONE","","","","<R.l.Stine>","","<KE805>"
"Goosebumps HorrorLand part 5","book","","","","","","","","English","","NONE","","","","<R.l.Stine>","","<KE804>"
"Goosebumps HorrorLand part 4","book","","","","","","","","English","","NONE","","","","<R.l.Stine>","","<KE803>"
"Goosebumps HorrorLand part 3","book","","","","","","","","English","","NONE","","","","<R.l.Stine>","","<KE802>"
"Goosebumps HorrorLand part 2","book","","","","","","","","English","","NONE","","","","<R.l.Stine>","","<KE801>"
"Goosebumps HorrorLand part 1","book","","","","","","","","English","","NONE","","","","<R.l.Stine>","","<KE800>"
"birds and animals","book","","","","","","","","English","","NONE","","","","<young learners>","","<KE799>"
"my first stories alice wants to grow","book","","","","","","","","English","","NONE","","","","<phoenix international>","","<KE798>"
"reptiles and those in danger of extinction","book","","","","","","","","English","","NONE","","","","<philip steele>","","<SLT071>"
"Daily telegraph bugs","book","","","","","","","","English","","NONE","","","","<eye wonder>","","<SLT070>"
"Daily telegraph reptiles","book","","","","","","","","English","","NONE","","","","<eye wonder>","","<SLT069>"
"Daily telegraph dolphins and whales","book","","","","","","","","English","","NONE","","","","<eye wonder>","","<SLT068>"
"Daily telegraph Birds","book","","","","","","","","English","","NONE","","","","<eye wonder>","","<SLT067>"
"Daily telegraph Human body","book","","","","","","","","English","","NONE","","","","<eye wonder>","","<SLT066>"
"the old house","book","","","","","","","","English","","NONE","","","","<ron holt>","","<KE797>"
"Agatha Parrot  and the heart of mud","book","","","","","","","","English","","NONE","","","","<Kjartan Poskitt>","","<KE796>"
"dinosaurs","book","","","","","","","","English","","NONE","","","","<DK PUBLICATIONS>","","<KE795>"
"puppy tales","book","","","","","","","","English","","NONE","","","","<tony bradman>","","<KE794>"
"A Man Called OVE","book","","","","","","","","English","","NONE","","","","<Fredrik Backman>","","<ELT199>"
"The Magic box","book","","","","","","","","English","","NONE","","","","<Sheila mcCullagh>","","<KE793>"
"Jade the disco Fairy","book","","","","","","","","English","","NONE","","","","<Daisy Meadows>","","<KE792>"
"A masterpiece for bess","book","","","","","","","","English","","NONE","","","","<Lara Bergen>","","<KE791>"
"Predator animal with the skill to kill","book","","","","","","","","English","","NONE","","","","<Steve Setford>","","<SLT065>"
"Frozen","book","","","","","","","","English","","NONE","","","","<Hachette>","","<KE790>"
"A Dance with Dragons","book","","","","","","","","English","","NONE","","","","<George R.R Martin>","","<ELT198>"
"A feast for Crows","book","","","","","","","","English","","NONE","","","","<George R.R Martin>","","<ELT197>"
"A Strom Of Swords","book","","","","","","","","English","","NONE","","","","<George R.R Martin>","","<ELT196>"
"Twister on tuesday","book","","","","","","","","English","","NONE","","","","<MARY POPE OSBORNE>","","<KE789>"
"A Clash of Kings","book","","","","","","","","English","","NONE","","","","<George R.R Martin>","","<ELT195>"
"A Game of Thrones","book","","","","","","","","English","","NONE","","","","<George R.R Martin>","","<ELT194>"
"Nursery Rhymes","book","","","","","","","","English","","NONE","","","","<Brown Waston>","","<KE788>"
"At the beach","book","","","","","","","","English","","NONE","","","","<tapasi De>","","<KE787>"
"Between Revolution and State (the path to fatmid statehood)","book","","","","","","","","English","","NONE","","","","<SUMAIYA A HAMDANI>","","<IIS039>"
"My tiny Book of Numbers","book","","","","","","","","English","","NONE","","","","<Say Publishing>","","<KE786>"
"Diary of a soccer star","book","","","","","","","","English","","NONE","","","","<Shamini Flint>","","<KE785>"
"Percy jackson and the last olympian","book","","","","","","","","English","","NONE","","","","<rick riorden>","","<ELT193>"
"Percy Jackson and the battle of the labyrinth","book","","","","","","","","English","","NONE","","","","<rick riorden>","","<ELT192>"
"Percy jackson and the titans curse","book","","","","","","","","English","","NONE","","","","<rick riorden>","","<ELT191>"
"Agatha parrot and the zombie bird","book","","","","","","","","English","","NONE","","","","<Kjartan Poskitt>","","<KE784>"
"percy jackson and the sea of monsters","book","","","","","","","","English","","NONE","","","","<rick riorden>","","<ELT190>"
"The Penguin Race","book","","","","","","","","English","","NONE","","","","<john parsons>","","<KE783>"
"prince and princess stories","book","","","","","","","","English","","NONE","","","","<B.Jain>","","<KE782>"
"Build Your Vocabulary Amusement Park","book","","","","","","","","English","","NONE","","","","<Quixot Publication>","","<KE781>"
"Sky watchers","book","","","","","","","","English","","NONE","","","","<veronica wagner>","","<KE780>"
"Division","book","","","","","","","","English","","NONE","","","","<BROWN WATSON>","","<KE779>"
"Barbie in the mermaid tale","book","","","","","","","","English","","NONE","","","","<mary man kong>","","<KE778>"
"Precy jackson and the lightning thief","book","","","","","","","","English","","NONE","","","","<rick riorden>","","<ELT189>"
"First Words","book","","","","","","","","English","","NONE","","","","<young learners>","","<KE777>"
"Zues sort it out","book","","","","","","","","English","","NONE","","","","<John Dougherty>","","<KE776>"
"Little Women","book","","","","","","","","English","","NONE","","","","<LADYBIRD>","","<KE775>"
"Dennis the Menace","book","","","","","","","","English","","NONE","","","","<LADYBIRD>","","<KE774>"
"Buckets and Spades","book","","","","","","","","English","","NONE","","","","<Topsy+tim>","","<KE773>"
"ramona Forever","book","","","","","","","","English","","NONE","","","","<beverly cleary>","","<KE772>"
"the world biggest bogey","book","","","","","","","","English","","NONE","","","","","","<KE770>"
"Billionaire Boy","book","","","","","","","","English","","NONE","","","","<David Walliams>","","<KE771>"
"CHAPTERHOUSE DUNE","book","","","","","","","","English","","NONE","","","","<FRANK HERBERT>","","<ELT188>"
"GOD EMPEROR OF DUNE","book","","","","","","","","English","","NONE","","","","<FRANK HERBERT>","","<ELT186>"
"HERETICS OF DUNE","book","","","","","","","","English","","NONE","","","","<FRANK HERBERT>","","<ELT187>"
"Billionaire Boy","book","","","","","","","","English","","NONE","","","","<David Walliams>","","<Ke769>"
"Villains","book","","","","","","","","English","","NONE","","","","<terry deary><Martin brown>","","<KE768>"
"Childern of Dune","book","","","","","","","","English","","NONE","","","","<FRANK HERBERT>","","<ELT185>"
"DUNE MESSIAH","book","","","","","","","","English","","NONE","","","","<FRANK HERBERT>","","<ELT184>"
"the sneetchers and other stories","book","","","","","","","","English","","NONE","","","","<Dr. Seuss>","","<KE767>"
"365 rhymes","book","","","","","","","","English","","NONE","","","","","","<KE766>"
"40 islamic bedtime stories","book","","","","","","","","English","","NONE","","","","<Paramount books>","","<KE765>"
"DUNE","book","","","","","","","","GUJRATI","","NONE","","","","<FARNK HERBERT>","","<ELT183>"
"Fruits of Learning","book","","","","","","","","English","","NONE","","","","<gogi books>","","<KE764>"
"FOURTH WING","book","","","","","","","","GUJRATI","","NONE","","","","<REBECCA>","","<ELT182>"
"megan mcdonald","book","","","","","","","","English","","NONE","","","","<peter H reynold>","","<KE763>"
"BRAIN GAMES FOR CLEVER KIDS","book","","","","","","","","English","","NONE","","","","<PLAYMORE INC>","","<KE762>"
"Romeo And Juliet","book","","","","","","","","English","","NONE","","","","<Mr. William>","","<KE761>"
"Times Up Tim","book","","","","","","","","English","","NONE","","","","<Stella Tarakson>","","<KE760>"
"Walking On Water","book","","","","","","","","English","","NONE","","","","<claire Saxby>","","<KE759>"
"The Robot Bop","book","","","","","","","","English","","NONE","","","","<Lucy Goerge>","","<KE758>"
"Popular Bear past Bedtime","book","","","","","","","","English","","NONE","","","","<Mary Pope Osberne>","","<KE757>"
"Victorian Adventure","book","","","","","","","","English","","NONE","","","","<RODERICK HUNT>","","<KE756>"
"Kipper and the Giant","book","","","","","","","","English","","NONE","","","","<RODERICK HUNT>","","<KE755>"
"The Outing","book","","","","","","","","English","","NONE","","","","<RODERICK HUNT>","","<KE754>"
"in my tree","book","","","","","","","","English","","NONE","","","","<sara gillingham><lorena siminovich>","","<KE753>"
"thumbelina","book","","","","","","","","English","","NONE","","","","<Junior Book Club>","","<KE752>"
"Survival Adventure","book","","","","","","","","English","","NONE","","","","<RODERICK HUNT>","","<KE751>"
"Jolly Dictionary","book","","","","","","","","English","","NONE","","","","<Sara Wernham><Sue Lloyd>","","<KE750>"
"The Flying Carpet","book","","","","","","","","English","","NONE","","","","<RODERICK HUNT>","","<KE749>"
"Go Away Floppy","book","","","","","","","","English","","NONE","","","","<RODERICK HUNT>","","<KE748>"
"coco","book","","","","","","","","English","","NONE","","","","<WALT DISNIY>","","<KE747>"
"Red Planet","book","","","","","","","","English","","NONE","","","","<ALEX BRYCHTA><RODERICK HUNT>","","<KE746>"
"Complete English","book","","","","","","","","English","","NONE","","","","<E.G Thrope>","","<KE745>"
"first words","book","","","","","","","","English","","NONE","","","","<young learners>","","<KE744>"
"The Haircut","book","","","","","","","","English","","NONE","","","","<RODERICK HUNT>","","<KE743>"
"The Dream","book","","","","","","","","English","","NONE","","","","<RODERICK HUNT>","","<KE742>"
"Toys to the Rescue","book","","","","","","","","English","","NONE","","","","<DISNEY>","","<KE741>"
"The Pancake","book","","","","","","","","English","","NONE","","","","<RODERICK HUNT>","","<KE740>"
"By the Stream","book","","","","","","","","English","","NONE","","","","<RODERICK HUNT>","","<KE739>"
"Bedtime Stories","book","","","","","","","","English","","NONE","","","","<Progressive International pvt LTD>","","<KE738>"
"tales of a fourth grade nothing","book","","","","","","","","English","","NONE","","","","<SCHOLISTIC>","","<KE737>"
"Fun At The Beach","book","","","","","","","","English","","NONE","","","","<RODERICK HUNT>","","<KE736>"
"romeo and juliet","book","","","","","","","","English","","","","","","<WILLIAM SHAKESPEARE>","","<KE410>"
"How to Write Poems","book","","","","","","","","English","","NONE","","","","<wes magee>","","<KE735>"
"The Secret Room","book","","","","","","","","English","","NONE","","","","<RODERICK HUNT>","","<KE734>"
"and little monkey business","book","","","","","","","","English","","","","","","<junie b. jones>","","<KE382>"
"How to Write Stories","book","","","","","","","","English","","NONE","","","","<CELIA WARREN>","","<KE733>"
"the little red hen","book","","","","","","","","English","","NONE","","","","<brijbasi art press limited>","","<KE732>"
"Bubbles","book","","","","","","","","English","","NONE","","","","<The City School>","","<KE731>"
"Mimi the Selfish Kitten","book","","","","","","","","English","","NONE","","","","<educational technology>","","<KE730>"
"how to be a star in 7 day or less","book","","","","","","","","English","","","","","","<MARK><spencer>","","<KE013>"
"Kitty The Cat","book","","","","","","","","English","","NONE","","","","<The City School>","","<KE729>"
"Popcorn","book","","","","","","","","English","","NONE","","","","<The City School>","","<KE727>"
"Having a Ball","book","","","","","","","","English","","NONE","","","","<Phile Kettle>","","<KE728>"
"Professor Dribble","book","","","","","","","","English","","NONE","","","","<Phile Kettle>","","<KE726>"
"dov dov and the money tree","book","","","","","","","","English","","","","","","<yona weinburg>","","<KE105>"
"Candy Floss","book","","","","","","","","English","","NONE","","","","<The City School>","","<KE725>"
"The Election","book","","","","","","","","English","","NONE","","","","<Phile Kettle>","","<KE724>"
"The Birthday Surprise","book","","","","","","","","English","","NONE","","","","<Phile Kettle>","","<KE723>"
"Copycat Monkey","book","","","","","","","","English","","NONE","","","","<The City School>","","<KE722>"
"ready set dog","book","","","","","","","","English","","","","","","<stephanie calmenson><joanna cole>","","<KE193>"
"Rock Ball","book","","","","","","","","English","","NONE","","","","<Phile Kettle>","","<KE721>"
"Daddy The Chef","book","","","","","","","","English","","NONE","","","","<The City School>","","<KE720>"
